student_id,gender,study_hours_per_day,social_media_hours,mental_health_rating
107596,Female,3.2,0.3,2.7
107597,Male,6.466583924185824,3.7,3.9
107598,Male,5.793122883376414,1.6,6.5
107599,Male,5.4,2.3,7.1
107600,Other,5.8,0.7,4.1
107601,Female,3.1,3.7,9.8
107602,Male,6.224343042770743,2.7,5.9
107603,Female,2.4,1.3,6.1
107604,Female,2.7,3.3,7.8
107605,Other,3.6,3.9,6.9
107606,Male,4.2,2.2,1.0
107607,Female,3.7,2.3,6.4
107608,Other,2.82513134463084,2.4,7.9
107609,Other,3.3419483062187907,3.5,5.8
107610,Other,3.3,4.8,8.4
107611,Other,4.0,0.0,6.6
107612,Male,5.9,1.0,8.4
107613,Female,7.0,1.4,6.0
107614,Other,2.6,2.0,4.9
107615,Male,2.8,0.3,5.4
107616,Female,5.8,0.9,8.8
107617,Female,0.0,1.9,7.2
107618,Male,4.8,2.8,8.4
107619,Male,6.5,4.6,7.800000000000001
107620,Female,4.9,1.5,6.2
107621,Other,5.5,2.7,9.9
107622,Female,4.9,4.1,9.1
107623,Other,5.1,4.9,7.7
107624,Male,3.5288629009439365,0.9,3.2
107625,Female,2.2,4.5,7.0
107626,Male,6.2,0.0,8.3
107627,Male,2.5,2.8,10.0
107628,Other,3.8,4.7,6.2
107629,Female,4.3,3.6,6.9
107630,Other,5.1,4.5,6.4
107631,Male,2.0,2.9,5.5
107632,Female,3.6,1.1,7.7
107633,Female,5.7,2.5,8.7
107634,Female,3.0,2.0,6.2
107635,Other,5.469797879395319,2.5,7.0
107636,Male,4.2,2.6,6.4
107637,Other,2.4,0.9,10.0
107638,Female,2.8,4.0,7.8
107639,Other,1.5406050349249325,0.4,4.7
107640,Female,0.0,0.7,9.3
107641,Male,7.445128157903192,2.0,7.8
107642,Other,7.0,0.2,6.8
107643,Female,8.7,3.4,6.8
107644,Female,2.6,0.1,6.5
107645,Other,3.3,3.0,9.9
107646,Other,4.9,3.1,9.7
107647,Female,2.7,2.5,4.2
107648,Female,1.9,0.7,2.6
107649,Male,4.4,4.1,5.1
107650,Female,4.7,2.9,4.9
107651,Other,5.7,4.9,6.7
107652,Other,3.9,4.1,10.0
107653,Male,5.0,3.6,6.0
107654,Other,6.2,3.3,8.7
107655,Female,5.5,1.7,7.3
107656,Male,6.0,1.5,4.8
107657,Male,3.7,1.4,6.1
107658,Male,6.1,4.6,6.6
107659,Female,6.0,1.7,7.2
107660,Other,4.8,4.1,8.9
107661,Female,6.7,2.3,8.6
107662,Female,2.9,1.5,7.8
107663,Female,4.7,1.7,7.4
107664,Female,5.1,3.1,6.8
107665,Female,7.2,1.3,3.7
107666,Male,5.5,1.4,10.0
107667,Other,2.0,3.9,7.5
107668,Other,3.8,2.2,6.9
107669,Other,4.1,2.8,6.9
107670,Female,3.8,4.6,5.3
107671,Male,7.6,0.3,5.6
107672,Other,2.9,1.4,3.4
107673,Male,2.4,4.5,9.8
107674,Female,7.9,1.3,6.4
107675,Male,4.1,2.4,4.6
107676,Other,4.4,0.8,10.0
107677,Female,6.3,1.8,3.7
107678,Other,7.7,3.8,6.9
107679,Female,2.4,3.7,7.9
107680,Male,3.7,2.0,10.0
107681,Other,4.2,4.7,7.0
107682,Other,2.0,0.2,4.8
107683,Other,5.5,4.2,9.7
107684,Other,3.8,4.2,5.8
107685,Male,6.6,2.3,4.3
107686,Other,5.5,2.2,7.300000000000001
107687,Male,0.6,0.3,6.4
107688,Male,4.5,3.1,4.7
107689,Female,1.0,4.6,9.0
107690,Female,4.7,0.2,6.9
107691,Male,6.6,1.8,7.6
107692,Male,2.7,0.8,3.8
107693,Male,7.5,4.3,9.4
107694,Female,2.6,0.1,5.9
107695,Female,4.5,2.3,7.8
107696,Other,3.5,1.0,4.6
107697,Male,5.0,3.0,9.1
107698,Other,7.8,0.7,4.6
107699,Male,5.4,4.3,4.4
107700,Female,3.1,0.7,8.1
107701,Other,5.3,2.1,6.3
107702,Female,7.158074826919872,2.7,8.4
107703,Female,5.552866079745531,2.7,4.7
107704,Female,3.129314759399284,3.4,9.1
107705,Other,7.2,4.8,4.4
107706,Other,3.3,1.7,6.5
107707,Female,5.4,1.0,8.8
107708,Male,3.4,3.3,8.7
107709,Other,1.8,1.4,5.9
107710,Male,4.381414954992705,4.0,5.5
107711,Female,6.3,2.2,9.6
107712,Female,5.2,3.2,5.3
107713,Male,2.6,4.1,2.5
107714,Male,4.8,2.3,7.7
107715,Male,5.245138568496795,3.2,8.5
107716,Other,6.1,0.7,8.7
107717,Female,4.3,2.0,7.5
107718,Female,1.0,3.6,7.5
107719,Male,6.111037507831006,2.4,4.8
107720,Other,3.9,3.3,4.9
107721,Male,5.9,1.9,6.4
107722,Other,2.400689336189915,3.0,5.0
107723,Other,1.3,2.0,5.1
107724,Female,5.7,3.7,4.1
107725,Other,2.3,1.6,10.0
107726,Other,5.1,2.8,10.0
107727,Male,7.3,0.1,7.1
107728,Female,6.4,4.7,7.5
107729,Other,0.6,3.2,7.1
107730,Female,5.1,2.3,7.6
107731,Male,3.6,1.3,7.3
107732,Other,3.2,0.7,4.2
107733,Female,7.4,2.6,8.4
107734,Male,4.8,0.4,7.6
107735,Male,1.6704676009588937,1.7,8.6
107736,Female,8.8,3.4,6.2
107737,Male,2.6,1.6,9.0
107738,Male,6.0,3.4,5.7
107739,Female,3.0,4.0,5.3
107740,Male,3.8,5.0,8.6
107741,Other,2.2119487384640983,1.1,3.2
107742,Male,0.6,3.7,4.7
107743,Male,4.5,1.8,3.6
107744,Other,5.1,3.0,5.4
107745,Other,5.7,3.7,5.2
107746,Other,2.9,4.9,4.2
107747,Male,6.2,4.5,10.0
107748,Other,0.7,4.5,8.3
107749,Other,2.5,0.5,6.9
107750,Male,5.6,4.7,8.8
107751,Male,2.4,1.3,4.9
107752,Male,1.0,3.6,6.2
107753,Male,3.9,3.2,9.2
107754,Male,3.7,2.9,3.6
107755,Other,0.7587437339885047,3.3,4.4
107756,Female,7.5,2.2,5.2
107757,Other,2.3107953583984653,0.9,6.1
107758,Male,0.0,2.3,8.6
107759,Other,0.0,0.8,3.5
107760,Male,4.7,3.3,4.7
107761,Male,1.4,1.2,8.2
107762,Female,0.0,3.2,6.1
107763,Other,1.8,0.3,5.4
107764,Male,5.4,3.5,8.9
107765,Other,2.6,4.4,5.2
107766,Other,1.7,2.6,8.0
107767,Male,7.675462013858289,4.8,6.0
107768,Female,4.2,4.8,5.0
107769,Male,6.1,4.2,6.2
107770,Female,5.7,1.5,8.9
107771,Male,1.3,4.9,5.8
107772,Male,5.3,2.7,6.0
107773,Female,0.0,1.0,3.5
107774,Female,5.5,1.8,7.0
107775,Female,4.0,0.6,8.7
107776,Male,7.2,0.0,7.9
107777,Other,4.188553077264713,3.3,4.3
107778,Other,4.2,4.1,4.4
107779,Male,7.3,3.1,5.3
107780,Female,4.6,0.1,9.2
107781,Other,2.8,0.2,5.2
107782,Other,6.2,1.7,5.2
107783,Male,3.6,0.3,5.8
107784,Other,5.802671690955439,2.0,1.7000000000000002
107785,Female,4.1,3.8,10.0
107786,Other,2.498235443899443,2.1,6.9
107787,Other,8.7154779157804,1.6,10.0
107788,Male,7.0,3.7,5.7
107789,Other,7.6,0.8,2.4
107790,Male,3.6,3.4,4.5
107791,Female,2.1,0.6,7.0
107792,Other,2.6,4.2,8.6
107793,Female,2.0,2.8,6.8
107794,Other,4.5,0.5,10.0
107795,Male,3.0,3.2,6.2
107796,Other,2.0,0.8,8.8
107797,Female,2.5,3.3,6.5
107798,Other,3.1,4.6,7.9
107799,Male,3.0,4.3,8.7
107800,Other,4.9,4.7,3.9
107801,Female,1.9,2.7,5.7
107802,Female,1.1,4.2,10.0
107803,Other,5.960369506104671,4.3,7.9
107804,Other,4.8,2.6,8.7
107805,Female,7.4,3.6,9.7
107806,Male,3.7,3.2,7.3
107807,Other,5.0,1.9,8.3
107808,Female,4.6,2.5,7.9
107809,Female,7.9007618109800255,0.7,6.1
107810,Male,7.0,2.9,6.7
107811,Other,3.4,2.6,8.4
107812,Other,4.8,0.8,8.2
107813,Male,2.5,1.5,7.1
107814,Male,1.7,0.5,6.5
107815,Other,2.1,1.9,7.5
107816,Female,6.2,0.4,10.0
107817,Male,1.5,4.1,7.1
107818,Female,1.4,1.7,9.7
107819,Female,1.8,0.5,9.8
107820,Female,2.650323255249492,0.8,6.8
107821,Other,7.3,0.7,7.8
107822,Male,4.120769815861708,4.3,8.9
107823,Male,3.1,3.6,8.7
107824,Other,2.8,2.5,2.9
107825,Female,4.69483981319852,2.0,5.1
107826,Female,5.2,2.8,6.6
107827,Other,4.2,0.3,7.3
107828,Male,7.766031812606588,1.2,2.9
107829,Other,3.3,1.5,5.8
107830,Female,4.213804418405476,4.4,8.1
107831,Male,1.5,2.9,10.0
107832,Female,7.83865791966558,3.5,5.6
107833,Female,8.205109076155148,3.4,6.9
107834,Male,5.2,1.5,7.1
107835,Female,3.8245263081361673,1.3,5.1
107836,Other,4.9,3.9,8.9
107837,Male,2.5,1.9,2.7
107838,Other,5.0,0.9,6.6
107839,Female,1.11181718119213,2.2,5.6
107840,Other,6.8,2.3,3.3
107841,Female,5.8473055392173565,1.0,9.6
107842,Female,0.0,1.7,7.2
107843,Female,4.9,4.7,4.6
107844,Male,3.0,4.6,9.2
107845,Female,0.4,2.7,6.6
107846,Other,6.937837401967101,1.6,10.0
107847,Female,8.1,2.6,9.0
107848,Other,5.4,2.7,6.7
107849,Female,2.3,1.0,3.5
107850,Male,3.4,3.0,7.4
107851,Male,9.1,4.8,4.8
107852,Other,4.6,0.4,8.4
107853,Female,5.4,4.0,10.0
107854,Female,0.4,1.9,6.6
107855,Female,5.6,4.7,9.5
107856,Female,6.410444685560707,3.5,8.3
107857,Female,5.8,3.3,10.0
107858,Other,2.5,3.0,5.0
107859,Female,6.020925404246746,4.1,6.8
107860,Other,2.5,2.5,8.9
107861,Male,4.285471493436224,0.8,7.1
107862,Male,6.3,1.5,7.8
107863,Male,4.8,2.0,7.9
107864,Male,4.120650195760804,2.6,5.5
107865,Other,3.0,0.1,7.4
107866,Other,7.535586586032569,4.4,6.8
107867,Other,3.3,1.2,5.9
107868,Male,3.9,1.8,3.0
107869,Other,3.1,4.3,4.7
107870,Female,1.9,4.9,6.1
107871,Female,5.2,1.8,6.6
107872,Female,6.642624022593696,2.4,9.2
107873,Other,5.4,3.5,3.7
107874,Male,6.534452457321848,3.6,3.7
107875,Male,4.747568807544889,3.9,5.6
107876,Other,3.1,3.5,7.4
107877,Other,3.6,2.6,4.0
107878,Other,2.1,0.7,7.3
107879,Other,6.9,1.5,7.8
107880,Female,4.0,0.0,9.4
107881,Male,4.8,0.5,6.4
107882,Male,3.1,3.3,5.2
107883,Male,2.3,5.0,6.3
107884,Other,1.3,3.9,5.7
107885,Female,1.5,4.7,4.9
107886,Male,6.6,3.9,5.9
107887,Other,2.8,3.2,8.7
107888,Male,3.4,0.8,9.3
107889,Other,3.0,3.0,9.4
107890,Other,4.055354418331472,4.9,10.0
107891,Female,7.5,3.2,6.7
107892,Other,4.2,4.6,10.0
107893,Other,3.1,2.9,5.9
107894,Female,6.7,5.0,3.7
107895,Female,3.4,0.6,2.1
107896,Female,1.7,0.2,6.3
107897,Other,1.1,2.7,4.9
107898,Other,5.6,1.9,2.5
107899,Male,4.1,4.9,6.3
107900,Female,6.7,0.7,5.2
107901,Other,3.4,2.7,6.9
107902,Male,8.890522730985397,0.3,9.7
107903,Female,4.1,3.7,7.4
107904,Other,5.6,2.0,10.0
107905,Male,2.3,0.4,6.2
107906,Other,3.9,1.6,7.3
107907,Other,3.7,2.8,9.4
107908,Female,1.0,0.9,6.6
107909,Female,4.2,2.8,7.3
107910,Male,5.2,2.6,9.6
107911,Other,0.2439244144399234,3.8,6.9
107912,Female,3.8,2.7,4.5
107913,Other,4.6,0.1,6.5
107914,Other,5.2,0.4,9.5
107915,Female,3.1,2.5,2.7
107916,Other,5.6,1.3,4.9
107917,Other,5.235632500255186,3.0,6.7
107918,Male,0.4,4.7,5.7
107919,Male,3.6,2.0,9.2
107920,Other,4.0,4.2,6.6
107921,Other,2.0,4.9,4.8
107922,Female,5.5,4.7,6.7
107923,Female,2.8,4.6,7.7
107924,Other,5.6,1.7,2.4
107925,Male,6.34254064576763,3.4,5.7
107926,Male,5.2,2.3,5.3
107927,Other,5.088336382892086,1.7,8.9
107928,Female,5.1,4.4,6.9
107929,Female,3.5134035565568493,1.9,6.1
107930,Female,8.8,4.4,7.9
107931,Other,0.7853008367777841,4.1,5.0
107932,Male,4.1,0.5,3.7
107933,Male,4.0,3.4,3.1
107934,Other,6.0,3.9,9.5
107935,Female,5.5,2.3,8.4
107936,Other,3.7,1.4,8.2
107937,Other,4.3,0.9,6.8
107938,Other,2.3,3.5,8.6
107939,Other,1.9,3.9,4.3
107940,Male,4.927766858661535,1.6,5.8
107941,Other,2.9,0.2,5.5
107942,Female,6.05574143143708,1.2,10.0
107943,Other,9.5,1.9,8.0
107944,Other,4.803866419787477,3.6,10.0
107945,Male,7.6,3.7,9.8
107946,Male,5.9,4.9,6.5
107947,Female,2.2,1.3,8.4
107948,Other,4.7,5.0,7.1
107949,Other,3.8,2.3,7.4
107950,Other,3.6,2.0,8.4
107951,Female,5.8,0.9,6.6
107952,Male,8.1,1.5,5.0
107953,Other,2.9,1.3,7.2
107954,Female,5.642814163100843,3.8,3.5
107955,Female,6.0,3.2,7.0
107956,Male,7.572555644445697,3.7,6.0
107957,Other,4.1,1.5,6.0
107958,Male,5.046735882834775,3.9,4.5
107959,Male,1.4,2.5,4.1
107960,Other,6.4,3.9,5.2
107961,Other,5.3,4.1,9.2
107962,Other,2.7,4.2,7.8
107963,Female,5.3,1.8,10.0
107964,Other,3.5,4.3,8.2
107965,Other,3.6,1.0,1.7
107966,Female,8.6,2.3,7.7
107967,Other,3.0261259483855385,1.2,7.1
107968,Other,3.3,0.3,7.4
107969,Female,4.8,1.2,8.5
107970,Male,0.0,1.1,7.9
107971,Male,3.105778419489478,2.6,6.9
107972,Female,5.3,1.2,10.0
107973,Other,1.0,4.6,2.9
107974,Female,4.7,0.6,4.0
107975,Female,5.6,0.7,6.3
107976,Male,1.9,2.6,9.1
107977,Female,7.9,0.3,6.2
107978,Male,4.6,0.1,5.3
107979,Female,2.718106050154826,0.2,7.8
107980,Female,4.491200477224641,1.3,9.9
107981,Female,7.7,3.5,10.0
107982,Female,11.0,4.1,4.0
107983,Male,5.3,4.0,8.6
107984,Other,4.3,4.5,7.1
107985,Other,5.6,1.0,7.8
107986,Female,4.8,4.0,7.6
107987,Male,3.7,3.7,1.0
107988,Male,5.5,1.3,4.1
107989,Female,4.61342156346414,4.3,5.4
107990,Other,6.7,0.4,10.0
107991,Male,1.1,4.9,6.5
107992,Male,2.1,1.1,4.2
107993,Other,5.1,2.1,10.0
107994,Female,0.0,1.2,9.6
107995,Female,4.6,3.3,9.6
107996,Other,3.3,4.2,6.7
107997,Other,0.3,2.1,6.5
107998,Female,0.7,0.3,6.3
107999,Other,1.9,2.0,8.9
108000,Female,4.2,2.4,7.5
108001,Male,1.8,0.9,7.199999999999999
108002,Female,4.4,4.5,4.1
108003,Male,4.5,0.1,6.3
108004,Female,1.3,2.6,6.3
108005,Male,7.7,3.5,2.4
108006,Female,2.330397580481315,1.3,8.6
108007,Other,5.641767492004226,2.8,5.2
108008,Female,3.9,0.1,5.3
108009,Other,3.0,4.5,9.9
108010,Other,3.9263550896195465,0.2,5.5
108011,Female,5.2243657026137225,0.8,10.0
108012,Male,2.9245002972199394,0.2,6.6
108013,Female,7.8,4.9,4.6
108014,Female,4.9,2.5,3.9
108015,Male,5.5,3.9,7.8
108016,Other,6.3,3.5,8.6
108017,Other,5.9,1.6,7.3
108018,Other,5.5,2.7,8.5
108019,Female,5.9,4.5,7.7
108020,Male,5.635455310020043,4.1,8.8
108021,Other,4.9,2.4,6.5
108022,Male,1.5,2.9,4.3
108023,Other,3.8,3.8,5.0
108024,Other,6.279637840310008,4.7,5.8
108025,Female,4.5,1.7,7.5
108026,Female,7.621502506066328,1.4,10.0
108027,Female,3.2,0.0,7.1
108028,Other,8.0,1.2,4.4
108029,Other,6.7,4.3,9.0
108030,Other,2.3,4.8,8.5
108031,Other,3.0,2.9,8.6
108032,Other,6.4,4.0,8.9
108033,Male,1.9,3.8,1.0
108034,Male,4.6,0.4,7.8
108035,Female,2.2,4.3,5.4
108036,Female,4.8,0.9,7.6
108037,Other,5.8,0.5,4.7
108038,Other,4.1,1.3,5.6
108039,Other,1.6,3.7,6.0
108040,Other,5.0,0.6,4.1
108041,Female,3.3,0.5,7.5
108042,Male,5.7,0.1,10.0
108043,Other,0.8,3.6,7.5
108044,Male,4.2,2.5,7.1
108045,Other,1.0,4.9,6.4
108046,Male,1.6,4.9,7.0
108047,Female,7.87734787400115,3.6,6.7
108048,Male,6.5,4.4,1.0
108049,Male,3.8,1.5,4.6
108050,Female,6.5,2.4,6.8
108051,Male,4.7,2.9,7.2
108052,Male,6.9,2.6,6.0
108053,Male,2.9,2.1,2.9
108054,Male,3.9,1.3,6.5
108055,Other,3.9,2.3,8.4
108056,Other,2.4,2.4,3.9
108057,Other,4.8,4.7,9.4
108058,Other,3.8,3.1,7.3
108059,Male,6.8,0.1,7.2
108060,Male,3.0,1.5,7.2
108061,Male,1.0,2.4,8.6
108062,Female,6.5,3.1,6.9
108063,Male,1.6,1.4,4.5
108064,Other,5.963432162033893,2.1,5.8
108065,Male,4.2,2.8,7.1
108066,Male,3.2,0.4,6.3
108067,Other,3.6,1.4,8.8
108068,Female,3.3,1.5,6.6
108069,Male,7.3,4.2,6.4
108070,Other,0.9,1.5,3.0
108071,Other,6.0,1.7,9.6
108072,Male,3.5,1.9,7.7
108073,Male,3.0,4.8,8.1
108074,Other,4.3,4.2,4.6
108075,Male,5.9,4.5,4.2
108076,Other,6.569645559077856,1.4,5.9
108077,Female,5.5,2.7,10.0
108078,Other,4.7,2.8,6.2
108079,Other,0.0,3.7,3.2
108080,Female,4.248105799042842,2.0,9.3
108081,Other,7.5,0.3,7.8
108082,Female,3.6,2.7,5.8
108083,Other,6.9,2.3,7.1
108084,Male,3.1,3.3,3.5
108085,Male,2.420153155262569,3.3,9.3
108086,Female,4.4,2.4,6.2
108087,Male,2.4,1.5,9.9
108088,Other,2.9,3.0,7.9
108089,Male,4.1,3.7,6.8
108090,Male,5.1,3.9,2.8
108091,Other,7.2,4.3,7.8
108092,Female,0.2,1.9,6.6
108093,Other,6.5,1.8,8.3
108094,Female,3.2,4.0,7.0
108095,Male,4.653820994965138,0.1,6.7
108096,Female,1.2,2.8,5.0
108097,Female,4.1,4.2,6.1
108098,Female,0.5,1.6,7.7
108099,Other,2.5,4.1,8.0
108100,Male,3.9,2.1,6.6
108101,Female,4.0,1.2,8.0
108102,Other,7.6,1.5,8.4
108103,Male,4.8,0.8,7.800000000000001
108104,Other,5.4,0.9,6.0
108105,Other,5.0,3.3,9.6
108106,Male,2.3,3.0,5.3
108107,Female,5.050037801750281,1.6,4.6
108108,Female,3.5,2.3,6.6
108109,Female,5.220464278430153,1.6,8.9
108110,Other,5.8,1.1,2.1
108111,Female,6.2,3.7,9.7
108112,Male,6.5,0.1,5.6
108113,Other,5.840169840723582,2.8,9.6
108114,Other,2.4,4.5,9.9
108115,Female,3.3,2.2,10.0
108116,Female,4.438859483379802,2.8,5.2
108117,Other,2.9,1.7,4.2
108118,Female,1.8,3.8,5.3
108119,Female,3.1,4.6,8.9
108120,Female,3.4,1.5,8.5
108121,Male,3.0,1.4,6.6
108122,Other,6.056044003394821,0.2,5.8
108123,Male,4.5,0.5,6.6
108124,Other,5.2,0.3,5.3
108125,Male,5.3,2.0,7.0
108126,Other,5.7,5.0,2.0
108127,Other,4.9,4.0,4.8
108128,Male,2.8,2.3,6.0
108129,Other,4.5,1.3,5.1
108130,Male,2.9,1.7,8.1
108131,Male,5.0,1.9,8.7
108132,Female,2.7,2.7,7.6
108133,Female,6.9,2.6,6.4
108134,Female,0.0,0.8,5.5
108135,Male,8.7,3.2,4.7
108136,Other,4.6,1.0,7.2
108137,Female,3.7,3.7,7.1
108138,Other,3.020436011364166,4.7,7.9
108139,Male,3.718820196054939,4.4,8.5
108140,Other,0.5896239590611934,4.3,8.8
108141,Male,2.0,1.8,6.0
108142,Other,5.495467657636456,4.0,4.4
108143,Other,2.0,5.0,10.0
108144,Male,1.9,2.0,10.0
108145,Female,5.156766719948396,1.0,4.7
108146,Male,2.7973543752072585,1.1,6.7
108147,Male,3.8,3.3,8.3
108148,Female,0.0,0.7,10.0
108149,Female,5.3,2.0,5.1
108150,Female,3.3136254828605294,3.3,4.6
108151,Female,6.4,0.6,8.0
108152,Male,3.8,1.9,5.5
108153,Female,2.9,0.7,3.5
108154,Male,3.2,2.9,7.3
108155,Other,3.6,3.7,8.0
108156,Other,5.4,4.5,5.3
108157,Female,5.4,1.5,4.6
108158,Female,4.2,4.0,8.1
108159,Male,6.0,2.9,7.0
108160,Male,3.848691827088665,2.0,6.3
108161,Other,6.6,2.1,4.0
108162,Female,1.6,2.2,9.9
108163,Female,7.8,2.3,6.6
108164,Other,4.9,2.2,6.1
108165,Other,6.5,4.6,6.9
108166,Male,4.5,0.6,5.1
108167,Male,1.3,3.1,6.0
108168,Female,0.9,2.3,8.4
108169,Male,1.1258558542953685,4.8,5.9
108170,Other,0.8,0.2,8.2
108171,Male,3.0,4.2,7.5
108172,Female,4.9,2.5,7.1
108173,Male,0.0,1.9,3.8
108174,Other,1.7,2.4,7.0
108175,Male,4.4,0.1,7.3
108176,Female,4.3,4.7,9.8
108177,Male,5.7,4.2,4.7
108178,Other,5.3,0.2,6.6
108179,Male,5.637842900583361,3.6,6.4
108180,Other,1.6,1.2,7.9
108181,Other,1.804487677770711,0.2,3.5
108182,Other,3.5,1.6,4.9
108183,Male,4.589462229931513,2.1,9.0
108184,Female,4.6,2.9,4.8
108185,Male,6.7,3.5,4.2
108186,Female,4.5,4.0,8.0
108187,Male,2.5,3.9,3.0
108188,Male,4.0,2.1,7.300000000000001
108189,Female,3.736476341291143,1.0,4.7
108190,Other,1.2,2.6,7.5
108191,Female,4.9,1.3,10.0
108192,Female,2.8,1.9,9.6
108193,Male,6.9,1.1,7.7
108194,Male,0.4113738729746315,4.6,10.0
108195,Female,3.3,4.5,3.4
108196,Female,0.2,0.7,7.0
108197,Female,5.8,2.0,10.0
108198,Male,1.6,1.5,9.3
108199,Female,0.0,4.1,8.6
108200,Male,1.8,1.9,10.0
108201,Other,3.5,5.0,7.7
108202,Other,2.7,1.0,7.300000000000001
108203,Other,3.1,4.4,5.8
108204,Female,5.6,3.9,8.3
108205,Female,4.4,0.3,2.4
108206,Other,2.2,2.8,8.2
108207,Male,2.8,1.1,2.2
108208,Other,3.6,0.1,9.7
108209,Other,1.5,1.3,7.2
108210,Female,0.9,2.5,7.1
108211,Female,2.7,4.1,7.0
108212,Other,6.1,2.6,3.9
108213,Female,2.9,4.5,7.9
108214,Male,5.7,2.5,6.1
108215,Female,7.0,3.1,8.0
108216,Male,2.1,4.3,3.8
108217,Male,6.7,3.8,9.4
108218,Male,1.4,3.1,10.0
108219,Other,2.9,4.4,4.6
108220,Female,2.3,2.1,3.4
108221,Other,4.3,2.1,10.0
108222,Female,2.580316300678577,4.1,3.4000000000000004
108223,Other,4.4,0.1,9.9
108224,Other,5.519438637707624,3.0,8.4
108225,Male,2.8,0.2,5.4
108226,Male,3.6,1.3,7.4
108227,Male,1.8,1.5,8.0
108228,Male,5.3,3.1,7.0
108229,Other,0.0,4.8,3.4
108230,Other,6.1,2.0,8.3
108231,Other,7.3,0.5,4.8
108232,Other,5.3,0.2,7.6
108233,Male,3.7,4.4,9.0
108234,Male,7.0,2.7,9.1
108235,Female,6.3,4.7,6.0
108236,Male,2.6,2.0,5.7
108237,Male,4.1,2.8,4.7
108238,Female,3.6,0.7,8.1
108239,Other,3.4,4.0,8.7
108240,Female,0.7,1.8,8.7
108241,Male,5.1,1.9,7.4
108242,Female,6.4,1.7,7.1
108243,Female,5.2,4.2,5.0
108244,Male,6.6,1.3,6.7
108245,Male,9.1,4.1,7.4
108246,Male,5.4,1.3,10.0
108247,Female,2.2,1.0,5.7
108248,Other,4.6,3.1,5.4
108249,Male,2.3,3.0,5.5
108250,Other,2.9,1.4,8.6
108251,Male,3.1,0.8,7.8
108252,Male,3.4,1.8,5.2
108253,Female,1.4,2.3,6.5
108254,Other,0.3,0.4,3.7
108255,Other,1.8,4.8,6.8
108256,Female,2.0,1.4,9.5
108257,Male,3.1,4.7,7.4
108258,Other,5.98173960240563,1.0,4.4
108259,Female,5.085639362355369,0.6,4.7
108260,Male,5.5,3.2,9.0
108261,Male,5.4,2.7,10.0
108262,Male,4.7,3.6,5.9
108263,Male,1.3,1.7,1.0
108264,Other,1.6,4.5,9.6
108265,Male,5.9,2.7,4.4
108266,Female,6.1,2.7,7.2
108267,Male,5.2,3.0,10.0
108268,Male,2.9,3.7,6.9
108269,Female,4.5,4.3,7.3
108270,Male,4.1,2.3,4.6
108271,Male,6.324384418041421,2.3,6.9
108272,Female,5.346500859849558,1.5,6.6
108273,Female,2.64760931886246,2.4,8.8
108274,Female,3.6,1.4,5.7
108275,Male,3.0,5.0,4.8
108276,Male,0.8,3.5,4.8
108277,Female,1.2,0.5,4.1
108278,Other,3.7,3.5,1.4
108279,Other,6.7,2.9,4.7
108280,Female,3.9,1.6,6.9
108281,Female,6.6,2.2,7.8
108282,Other,4.9,4.1,7.2
108283,Male,4.8,2.6,7.8
108284,Female,4.5,1.5,8.8
108285,Other,5.1,3.4,7.199999999999999
108286,Female,2.9,4.4,3.5
108287,Female,4.7,0.2,2.4
108288,Other,5.126711756061931,4.8,7.4
108289,Female,4.6,0.9,3.9
108290,Female,5.0,2.0,8.9
108291,Male,7.5,0.5,5.4
108292,Male,4.189783992301078,0.0,10.0
108293,Female,2.751122275360299,0.7,7.6
108294,Female,4.642350685243423,4.7,4.7
108295,Male,3.2,3.8,7.5
108296,Female,8.2,3.8,8.9
108297,Other,5.415390308339437,3.6,6.2
108298,Female,2.5,1.0,6.6
108299,Male,1.293283579749669,3.2,4.2
108300,Female,4.7,4.9,7.0
108301,Male,3.2,0.1,6.4
108302,Male,6.9,1.0,6.0
108303,Female,3.256081389196529,4.3,5.3
108304,Male,4.952260397795309,1.9,5.7
108305,Male,7.5,4.8,6.2
108306,Female,6.2,4.4,8.9
108307,Other,2.6,3.2,5.2
108308,Other,7.0,2.2,4.2
108309,Male,5.0,2.0,5.1
108310,Male,4.6,1.7,3.5
108311,Other,6.3,3.3,10.0
108312,Female,1.2,4.8,7.5
108313,Male,0.0,4.9,6.5
108314,Other,6.5,3.2,2.8
108315,Other,5.3,1.4,4.9
108316,Female,5.4,2.2,6.4
108317,Male,3.7,4.4,8.7
108318,Male,3.8,4.9,9.9
108319,Male,5.5,0.6,7.6
108320,Other,5.7,3.3,8.1
108321,Other,2.7,2.6,10.0
108322,Female,3.5,0.4,6.2
108323,Other,6.6,2.3,6.6
108324,Female,0.5,0.2,7.5
108325,Female,2.7,0.4,5.4
108326,Other,5.6,4.7,8.5
108327,Female,3.6,0.4,10.0
108328,Male,3.9,3.1,5.2
108329,Other,4.4,3.8,4.3
108330,Female,0.8,0.8,6.7
108331,Other,2.310234103484792,4.1,5.8
108332,Male,6.326865047856855,1.5,7.0
108333,Other,2.6,4.2,7.6
108334,Male,3.7,0.8,1.5
108335,Male,4.9,4.1,3.6
108336,Male,2.8,2.2,5.4
108337,Female,3.5,3.2,7.6
108338,Female,4.921096416906947,3.2,3.8
108339,Other,1.6,0.3,9.7
108340,Male,0.0,0.9,7.3
108341,Other,7.2,4.9,4.9
