student_id,exam_score,dropout_risk
103525,91,No
103526,72,No
103527,84,No
103528,96,No
103529,74,No
103530,91,No
103531,79,No
103532,90,No
103533,71,No
103534,77,No
103535,78,No
103536,88,No
103537,100,No
103538,76,No
103539,89,No
103540,74,No
103541,81,No
103542,85,No
103543,100,No
103544,88,No
103545,83,No
103546,98,No
103547,96,No
103548,76,No
103549,96,No
103550,86,No
103551,100,No
103552,84,No
103553,70,No
103554,100,No
103555,100,No
103556,97,No
103557,99,No
103558,100,No
103559,73,No
103560,72,No
103561,99,No
103562,95,No
103563,96,No
103564,99,No
103565,83,No
103566,100,No
103567,79,No
103568,100,No
103569,96,No
103570,100,No
103571,74,No
103572,94,No
103573,100,No
103574,98,No
103575,98,No
103576,83,No
103577,100,No
103578,100,No
103579,100,No
103580,83,No
103581,100,No
103582,100,No
103583,100,No
103584,72,No
103585,100,No
103586,92,No
103587,100,No
103588,100,No
103589,100,No
103590,69,No
103591,97,No
103592,93,No
103593,82,No
103594,100,No
103595,100,No
103596,100,No
103597,78,No
103598,100,No
103599,84,No
103600,100,No
103601,100,No
103602,99,No
103603,100,No
103604,96,No
103605,71,No
103606,90,No
103607,85,No
103608,95,No
103609,100,No
103610,84,No
103611,84,No
103612,100,No
103613,79,No
103614,100,No
103615,94,No
103616,100,No
103617,100,No
103618,100,No
103619,92,No
103620,74,No
103621,100,No
103622,94,No
103623,94,No
103624,85,No
103625,76,No
103626,80,No
103627,84,No
103628,100,No
103629,87,No
103630,76,No
103631,96,No
103632,92,No
103633,98,No
103634,79,No
103635,91,No
103636,100,No
103637,59,No
103638,97,No
103639,89,No
103640,100,No
103641,90,No
103642,98,No
103643,100,No
103644,72,No
103645,94,No
103646,90,No
103647,98,No
103648,100,No
103649,87,No
103650,98,No
103651,94,No
103652,100,No
103653,81,No
103654,98,No
103655,75,No
103656,85,No
103657,86,No
103658,100,No
103659,90,No
103660,93,No
103661,100,No
103662,95,No
103663,95,No
103664,95,No
103665,100,No
103666,93,No
103667,90,No
103668,92,No
103669,94,No
103670,93,No
103671,95,No
103672,94,No
103673,79,No
103674,91,No
103675,68,No
103676,62,No
103677,93,No
103678,93,No
103679,98,No
103680,100,No
103681,94,No
103682,90,No
103683,99,No
103684,64,No
103685,99,No
103686,97,No
103687,77,No
103688,97,No
103689,79,No
103690,100,No
103691,80,No
103692,89,No
103693,85,No
103694,62,Yes
103695,97,No
103696,79,No
103697,98,No
103698,100,No
103699,94,No
103700,97,No
103701,61,Yes
103702,63,No
103703,75,No
103704,86,No
103705,95,No
103706,88,No
103707,99,No
103708,90,No
103709,100,No
103710,95,No
103711,75,No
103712,71,No
103713,66,No
103714,94,No
103715,73,No
103716,100,No
103717,96,No
103718,83,No
103719,95,No
103720,94,No
103721,100,No
103722,68,No
103723,93,No
103724,82,No
103725,100,No
103726,100,No
103727,100,No
103728,100,No
103729,84,No
103730,100,No
103731,85,No
103732,81,No
103733,82,No
103734,100,No
103735,67,No
103736,100,No
103737,99,No
103738,90,No
103739,94,No
103740,97,No
103741,90,No
103742,100,No
103743,70,No
103744,86,No
103745,94,No
103746,100,No
103747,70,Yes
103748,58,No
103749,100,No
103750,89,No
103751,72,No
103752,93,No
103753,97,No
103754,100,No
103755,81,No
103756,100,No
103757,92,No
103758,100,No
103759,96,No
103760,100,No
103761,100,No
103762,99,No
103763,89,No
103764,93,No
103765,91,No
103766,100,No
103767,87,No
103768,100,No
103769,69,No
103770,100,No
103771,100,No
103772,100,No
103773,94,No
103774,100,No
103775,63,No
103776,100,No
103777,98,No
103778,68,No
103779,76,No
103780,98,No
103781,93,No
103782,95,No
103783,100,No
103784,80,No
103785,90,No
103786,100,No
103787,71,No
103788,56,No
103789,80,No
103790,87,No
103791,73,No
103792,71,Yes
103793,90,No
103794,88,No
103795,95,No
103796,79,No
103797,95,No
103798,89,No
103799,79,No
103800,89,No
103801,83,No
103802,75,No
103803,80,No
103804,100,No
103805,94,No
103806,85,No
103807,75,No
103808,72,No
103809,57,No
103810,100,No
103811,92,No
103812,99,No
103813,91,No
103814,90,Yes
103815,74,No
103816,93,No
103817,95,No
103818,78,No
103819,81,No
103820,90,No
103821,100,No
103822,100,No
103823,100,No
103824,95,No
103825,95,No
103826,89,No
103827,77,No
103828,75,No
103829,71,No
103830,91,No
103831,99,No
103832,96,No
103833,77,No
103834,100,No
103835,71,No
103836,93,No
103837,99,No
103838,100,No
103839,96,No
103840,100,No
103841,92,No
103842,100,No
103843,93,No
103844,96,No
103845,97,No
103846,92,No
103847,98,No
103848,100,No
103849,99,No
103850,93,No
103851,94,No
103852,70,No
103853,95,No
103854,100,No
103855,87,No
103856,89,No
103857,100,No
103858,87,No
103859,85,No
103860,100,No
103861,97,No
103862,88,No
103863,100,No
103864,79,No
103865,85,No
103866,100,No
103867,98,No
103868,100,No
103869,88,No
103870,100,No
103871,100,No
103872,96,No
103873,100,No
103874,87,No
103875,69,No
103876,100,No
103877,100,No
103878,100,No
103879,97,No
103880,54,No
103881,66,No
103882,84,No
103883,100,No
103884,99,No
103885,100,Yes
103886,98,No
103887,80,Yes
103888,98,No
103889,100,No
103890,92,No
103891,70,No
103892,97,No
103893,100,No
103894,97,No
103895,99,No
103896,78,No
103897,98,No
103898,74,No
103899,54,No
103900,90,No
103901,91,No
103902,86,No
103903,98,No
103904,96,No
103905,100,No
103906,100,No
103907,83,No
103908,89,No
103909,94,Yes
103910,96,No
103911,92,No
103912,100,No
103913,100,No
103914,89,No
103915,89,No
103916,96,No
103917,94,No
103918,100,No
103919,96,No
103920,72,No
103921,100,No
103922,97,No
103923,100,No
103924,93,No
103925,98,No
103926,96,No
103927,99,No
103928,100,No
103929,72,No
103930,76,No
103931,80,No
103932,97,No
103933,99,No
103934,84,No
103935,100,No
103936,100,No
103937,100,No
103938,85,No
103939,79,No
103940,80,No
103941,97,No
103942,87,No
103943,100,No
103944,94,No
103945,100,No
103946,84,No
103947,97,No
103948,81,No
103949,100,No
103950,82,No
103951,66,No
103952,97,No
103953,87,No
103954,100,No
103955,97,No
103956,100,No
103957,84,No
103958,99,No
103959,83,No
103960,99,No
103961,98,No
103962,98,No
103963,100,No
103964,77,No
103965,97,No
103966,100,No
103967,94,No
103968,88,No
103969,97,No
103970,100,No
103971,95,No
103972,100,No
103973,98,No
103974,79,No
103975,97,No
103976,94,No
103977,71,No
103978,77,No
103979,97,No
103980,94,No
103981,81,No
103982,100,No
103983,80,No
103984,99,No
103985,94,No
103986,85,No
103987,88,No
103988,100,No
103989,77,No
103990,91,No
103991,85,No
103992,42,Yes
103993,100,No
103994,100,No
103995,100,No
103996,88,No
103997,65,Yes
103998,100,No
103999,99,No
104000,98,No
104001,78,No
104002,84,No
104003,100,No
104004,73,No
104005,78,No
104006,100,No
104007,93,No
104008,99,No
104009,100,No
104010,98,No
104011,85,No
104012,100,No
104013,100,No
104014,99,No
104015,62,No
104016,100,No
104017,63,No
104018,85,No
104019,100,No
104020,98,No
104021,86,No
104022,91,No
104023,84,No
104024,85,No
104025,100,No
104026,100,No
104027,98,No
104028,100,No
104029,100,No
104030,70,No
104031,99,No
104032,81,No
104033,100,No
104034,53,No
104035,100,No
104036,100,No
104037,99,No
104038,98,No
104039,73,No
104040,99,No
104041,70,No
104042,78,No
104043,100,No
104044,100,No
104045,100,No
104046,100,No
104047,84,No
104048,85,No
104049,97,No
104050,96,No
104051,100,No
104052,81,No
104053,99,No
104054,100,No
104055,100,No
104056,67,No
104057,93,No
104058,93,No
104059,100,No
104060,49,No
104061,100,No
104062,95,No
104063,67,No
104064,99,No
104065,99,No
104066,90,No
104067,100,No
104068,100,No
104069,85,No
104070,97,No
104071,100,No
104072,62,Yes
104073,100,No
104074,80,No
104075,71,No
104076,79,No
104077,93,No
104078,100,No
104079,100,No
104080,71,No
104081,97,No
104082,81,No
104083,100,No
104084,94,No
104085,82,No
104086,100,No
104087,88,No
104088,86,No
104089,69,No
104090,70,No
104091,100,No
104092,88,No
104093,100,No
104094,90,No
104095,93,No
104096,97,No
104097,77,Yes
104098,100,No
104099,84,No
104100,62,No
104101,100,No
104102,100,No
104103,100,No
104104,60,No
104105,86,No
104106,92,No
104107,69,No
104108,99,No
104109,74,No
104110,95,No
104111,100,No
104112,90,No
104113,100,No
104114,100,No
104115,83,No
104116,100,No
104117,90,No
104118,96,No
104119,79,No
104120,100,No
104121,92,No
104122,68,No
104123,83,No
104124,94,No
104125,95,No
104126,77,No
104127,96,No
104128,80,No
104129,94,No
104130,82,No
104131,82,No
104132,83,No
104133,98,No
104134,97,No
104135,91,No
104136,75,No
104137,65,Yes
104138,89,No
104139,100,No
104140,100,No
104141,83,No
104142,90,No
104143,91,No
104144,100,No
104145,100,No
104146,61,No
104147,85,No
104148,76,No
104149,99,No
104150,100,No
104151,88,No
104152,79,No
104153,65,No
104154,82,No
104155,78,No
104156,100,No
104157,90,No
104158,88,No
104159,77,No
104160,93,No
104161,93,No
104162,100,No
104163,87,No
104164,100,No
104165,94,No
104166,100,No
104167,88,No
104168,100,No
104169,99,No
104170,100,No
104171,83,No
104172,91,No
104173,75,No
104174,88,No
104175,62,No
104176,100,No
104177,89,Yes
104178,98,No
104179,94,No
104180,78,No
104181,82,No
104182,76,No
104183,62,No
104184,100,No
104185,100,No
104186,90,No
104187,48,No
104188,100,No
104189,97,No
104190,100,No
104191,93,No
104192,90,Yes
104193,99,No
104194,100,No
104195,90,No
104196,100,No
104197,96,No
104198,62,No
104199,98,No
104200,71,No
104201,66,No
104202,93,No
104203,92,No
104204,64,No
104205,100,No
104206,86,No
104207,73,No
104208,91,No
104209,72,No
104210,99,No
104211,61,No
104212,95,Yes
104213,99,No
104214,81,No
104215,86,No
104216,88,No
104217,100,No
104218,100,No
104219,83,No
104220,92,No
104221,100,No
104222,100,No
104223,80,No
104224,89,No
104225,62,No
104226,100,No
104227,80,No
104228,100,No
104229,100,No
104230,76,No
104231,73,No
104232,99,No
104233,97,No
104234,100,No
104235,80,No
104236,88,No
104237,78,No
104238,89,No
104239,94,No
104240,96,No
104241,99,No
104242,100,No
104243,72,No
104244,63,No
104245,100,No
104246,62,No
104247,100,No
104248,92,No
104249,100,No
104250,90,No
104251,71,No
104252,93,No
104253,74,No
104254,84,No
104255,82,No
104256,100,No
104257,71,No
104258,100,No
104259,100,No
104260,88,No
104261,81,No
104262,100,No
104263,98,No
104264,100,No
104265,81,No
104266,95,No
104267,93,No
104268,100,No
104269,78,No
104270,100,No
104271,93,No
104272,74,No
104273,92,No
104274,80,No
104275,82,No
104276,86,No
104277,67,No
104278,67,No
104279,95,No
104280,100,No
104281,79,No
104282,100,No
104283,94,No
104284,90,No
104285,99,No
104286,98,No
104287,80,No
104288,57,No
104289,100,No
104290,100,No
104291,100,No
104292,74,No
104293,100,No
104294,93,No
104295,99,No
104296,100,No
104297,65,No
104298,100,No
104299,100,No
104300,82,No
104301,85,No
104302,98,No
104303,93,No
104304,100,No
104305,79,No
104306,93,No
104307,82,No
104308,95,No
104309,79,No
104310,81,No
104311,99,No
104312,73,No
104313,84,No
104314,68,No
104315,73,No
104316,82,No
104317,84,No
104318,91,No
104319,100,No
104320,81,No
104321,100,No
104322,89,No
104323,82,No
104324,99,No
104325,95,No
104326,90,No
104327,99,No
104328,100,No
104329,91,No
104330,78,No
104331,78,No
104332,67,No
104333,93,No
104334,100,No
104335,100,No
104336,88,No
104337,71,No
104338,73,No
104339,68,No
104340,80,No
104341,79,No
104342,68,No
104343,78,No
104344,99,No
104345,100,No
104346,92,No
104347,70,No
104348,96,No
104349,96,No
104350,77,No
104351,100,No
104352,96,No
104353,95,No
104354,80,No
104355,96,No
104356,92,No
104357,91,No
104358,98,No
104359,97,No
104360,93,No
104361,87,No
104362,93,No
104363,76,No
104364,83,No
104365,95,No
104366,100,No
104367,72,No
104368,85,No
104369,92,No
104370,100,No
104371,95,No
104372,99,No
104373,99,No
104374,84,No
104375,100,No
104376,100,No
104377,96,No
104378,96,No
104379,98,No
104380,92,No
104381,94,No
104382,90,No
104383,63,Yes
104384,95,No
104385,88,No
104386,100,No
104387,95,No
104388,79,No
104389,70,No
104390,100,No
104391,76,No
104392,80,No
104393,79,No
104394,100,No
104395,94,No
104396,100,No
104397,100,No
104398,80,No
104399,100,No
104400,100,No
104401,85,No
104402,96,No
104403,97,No
104404,82,No
104405,99,No
104406,86,No
104407,100,No
104408,79,No
104409,82,No
104410,100,No
104411,82,No
104412,98,No
104413,95,No
104414,91,No
104415,95,No
104416,100,No
104417,68,No
104418,82,No
104419,100,No
104420,100,No
104421,84,No
104422,97,No
104423,69,Yes
104424,73,No
104425,100,No
104426,75,No
104427,99,No
104428,100,No
104429,87,No
104430,100,No
104431,100,No
104432,70,No
104433,95,No
104434,100,No
104435,97,No
104436,100,No
104437,72,No
104438,95,No
104439,99,No
104440,99,No
104441,67,No
104442,85,No
104443,100,No
104444,89,No
104445,86,No
104446,80,No
104447,95,No
104448,95,No
104449,100,No
104450,100,No
104451,100,No
104452,96,No
104453,75,No
104454,94,No
104455,80,No
104456,100,No
104457,100,No
104458,100,No
104459,75,No
104460,100,No
104461,99,No
104462,94,No
104463,99,No
104464,76,No
104465,75,No
104466,53,No
104467,75,No
104468,69,No
104469,83,No
104470,84,No
104471,100,No
104472,77,No
104473,100,No
104474,67,No
104475,71,No
104476,94,No
104477,88,No
104478,96,No
104479,99,No
104480,88,No
104481,96,No
104482,77,No
104483,92,No
104484,72,No
104485,87,No
104486,92,No
104487,100,No
104488,68,No
104489,100,No
104490,74,No
104491,78,No
104492,100,No
104493,68,No
104494,96,No
104495,100,No
104496,69,No
104497,70,No
104498,96,No
104499,97,No
104500,100,No
104501,94,No
104502,100,No
104503,88,No
104504,68,No
104505,72,No
104506,73,No
104507,60,No
104508,89,No
104509,55,No
104510,87,No
104511,98,No
104512,77,No
104513,70,No
104514,92,No
104515,100,No
104516,86,No
104517,85,No
104518,87,No
104519,100,No
104520,95,No
104521,93,No
104522,91,No
104523,100,No
104524,98,No
104525,74,No
104526,99,No
104527,85,No
104528,100,No
104529,100,No
104530,90,Yes
104531,89,No
104532,100,No
104533,64,No
104534,95,No
104535,100,No
104536,100,No
104537,100,No
104538,62,No
104539,95,No
104540,67,No
104541,100,No
104542,75,No
104543,72,No
104544,91,No
104545,90,No
104546,87,No
104547,99,No
104548,79,No
104549,100,No
104550,61,No
104551,98,No
104552,79,No
104553,98,No
104554,76,No
104555,70,No
104556,72,No
104557,100,No
104558,96,No
104559,100,No
104560,81,No
104561,78,No
104562,84,No
104563,87,No
104564,56,No
104565,70,No
104566,100,No
104567,87,No
104568,98,No
104569,98,No
104570,98,No
104571,88,No
104572,80,No
104573,100,No
104574,100,No
104575,100,No
104576,98,No
104577,62,No
104578,86,No
104579,100,No
104580,85,No
104581,97,No
104582,100,No
104583,100,No
104584,100,No
104585,94,No
104586,100,No
104587,86,No
104588,94,No
104589,100,No
104590,100,No
104591,67,No
104592,80,No
104593,60,No
104594,87,No
104595,98,No
104596,100,No
104597,77,No
104598,72,No
104599,98,No
104600,83,No
104601,95,No
104602,100,Yes
104603,100,No
104604,100,No
104605,77,No
104606,99,No
104607,98,No
104608,82,No
104609,96,No
104610,70,No
104611,97,No
104612,70,No
104613,98,No
104614,94,No
104615,75,No
104616,100,No
104617,100,No
104618,89,No
104619,74,No
104620,100,No
104621,80,No
104622,73,Yes
104623,90,No
104624,90,No
104625,84,No
104626,98,No
104627,90,No
104628,95,No
104629,87,No
104630,89,No
104631,100,No
104632,74,No
104633,100,No
104634,76,No
104635,90,No
104636,97,No
104637,95,No
104638,92,No
104639,92,No
104640,76,No
104641,97,No
104642,70,No
104643,96,No
104644,71,No
104645,100,Yes
104646,99,No
104647,100,No
104648,100,No
104649,88,No
104650,100,No
104651,87,No
104652,76,No
104653,90,No
104654,100,No
104655,100,No
104656,100,No
104657,100,No
104658,100,No
104659,83,No
104660,92,No
104661,72,No
104662,88,No
104663,89,No
104664,96,No
104665,92,No
104666,100,No
104667,92,No
104668,90,No
104669,97,No
104670,100,No
104671,100,No
104672,94,No
104673,100,No
104674,100,No
104675,99,No
104676,98,No
104677,80,No
104678,100,No
104679,100,No
104680,93,No
104681,96,No
104682,77,No
104683,100,No
104684,100,No
104685,94,No
104686,100,No
104687,78,No
104688,78,No
104689,94,No
104690,79,No
104691,100,No
104692,100,No
104693,100,No
104694,72,No
104695,90,No
104696,100,No
104697,81,No
104698,86,No
104699,100,No
104700,77,No
104701,100,No
104702,91,No
104703,85,No
104704,87,No
104705,66,No
104706,96,No
104707,69,No
104708,89,No
104709,94,No
104710,100,No
104711,89,No
104712,100,No
104713,79,No
104714,100,No
104715,96,No
104716,93,No
104717,94,No
104718,72,No
104719,100,No
104720,100,No
104721,100,No
104722,80,No
104723,60,No
104724,100,No
104725,87,No
104726,76,No
104727,83,No
104728,98,No
104729,91,No
104730,100,No
104731,74,No
104732,100,No
104733,86,No
104734,100,No
104735,71,No
104736,96,No
104737,94,No
104738,86,No
104739,80,No
104740,92,No
104741,94,No
104742,93,No
104743,83,Yes
104744,99,No
104745,99,No
104746,93,No
104747,97,No
104748,96,No
104749,100,No
104750,76,No
104751,100,No
104752,96,No
104753,63,No
104754,99,No
104755,96,No
104756,71,No
104757,91,No
104758,74,No
104759,100,No
104760,92,No
104761,78,Yes
104762,82,No
104763,69,No
104764,92,No
104765,93,No
104766,100,No
104767,100,No
104768,56,No
104769,88,No
104770,90,No
104771,81,No
104772,60,No
104773,98,No
104774,69,No
104775,100,Yes
104776,100,No
104777,100,No
104778,76,No
104779,53,No
104780,100,No
104781,99,No
104782,100,No
104783,85,No
104784,89,No
104785,100,No
104786,100,No
104787,67,No
104788,94,No
104789,100,No
104790,95,No
104791,100,No
104792,82,No
104793,91,No
104794,96,No
104795,69,Yes
104796,92,No
104797,93,No
104798,85,No
104799,91,No
104800,59,Yes
104801,100,No
104802,79,No
104803,88,Yes
104804,100,No
104805,96,No
104806,85,No
104807,100,No
104808,65,No
104809,99,No
104810,91,No
104811,100,No
104812,57,No
104813,100,No
104814,100,No
104815,100,No
104816,76,No
104817,100,No
104818,100,No
104819,82,No
104820,100,Yes
104821,97,No
104822,68,No
104823,98,No
104824,94,No
104825,100,No
104826,96,No
104827,100,No
104828,100,No
104829,78,No
104830,97,No
104831,91,No
104832,92,No
104833,98,No
104834,66,No
104835,100,No
104836,100,No
104837,74,No
104838,99,No
104839,98,No
104840,80,No
104841,81,No
104842,96,No
104843,50,No
104844,74,No
104845,89,No
104846,58,No
104847,69,No
104848,69,No
104849,100,No
104850,81,No
104851,100,No
104852,100,No
104853,91,No
104854,98,No
104855,91,No
104856,100,No
104857,84,No
104858,93,No
104859,100,No
104860,83,No
104861,100,No
104862,93,No
104863,78,No
104864,87,No
104865,95,No
104866,100,No
104867,95,No
104868,65,No
104869,98,No
104870,100,No
104871,96,No
104872,82,No
104873,85,No
104874,100,No
104875,100,No
104876,100,No
104877,100,No
104878,93,No
104879,96,No
104880,100,No
104881,100,No
104882,79,No
104883,97,No
104884,95,No
104885,98,No
104886,74,No
104887,81,No
104888,100,No
104889,88,No
104890,97,No
104891,97,No
104892,100,No
104893,92,No
104894,84,No
104895,85,No
104896,99,No
104897,96,No
104898,86,No
104899,85,No
104900,92,No
104901,90,No
104902,82,No
104903,88,No
104904,97,No
104905,100,No
104906,100,No
104907,82,No
104908,93,No
104909,87,No
104910,91,No
104911,95,No
104912,93,No
104913,75,No
104914,66,No
104915,99,No
104916,98,No
104917,92,No
104918,82,No
104919,98,No
104920,97,No
104921,100,No
104922,82,No
104923,81,No
104924,92,No
104925,76,No
104926,76,No
104927,84,No
104928,48,No
104929,91,No
104930,99,No
104931,65,No
104932,92,No
104933,100,No
104934,100,No
104935,100,No
104936,97,No
104937,72,No
104938,98,No
104939,89,No
104940,98,No
104941,100,No
104942,100,No
104943,71,No
104944,92,No
104945,68,No
104946,100,No
104947,98,No
104948,89,No
104949,78,No
104950,96,No
104951,97,No
104952,95,No
104953,100,No
104954,73,No
104955,58,No
104956,100,No
104957,97,No
104958,100,No
104959,79,No
104960,100,No
104961,87,No
104962,80,No
104963,73,No
104964,100,No
104965,66,No
104966,91,No
104967,84,No
104968,96,No
104969,91,No
104970,100,No
104971,88,No
104972,63,Yes
104973,77,No
104974,89,No
104975,63,No
104976,94,No
104977,92,No
104978,73,No
104979,96,No
104980,62,No
104981,100,No
104982,80,No
104983,100,No
104984,98,No
104985,84,No
104986,72,No
104987,98,No
104988,98,No
104989,81,No
104990,87,No
104991,97,No
104992,93,No
104993,100,No
104994,98,No
104995,67,No
104996,97,No
104997,100,No
104998,100,No
104999,100,No
105000,100,No
105001,99,No
105002,90,No
105003,96,No
105004,71,No
105005,82,No
105006,94,No
105007,95,No
105008,67,No
105009,83,No
105010,87,No
105011,79,No
105012,69,No
105013,82,No
105014,100,No
105015,98,No
105016,100,No
105017,100,No
105018,96,No
105019,90,No
105020,100,No
105021,77,No
105022,57,No
105023,100,No
105024,82,No
105025,83,No
105026,88,No
105027,88,No
105028,100,No
105029,81,No
105030,100,No
105031,74,No
105032,100,No
105033,89,No
105034,96,No
105035,100,No
105036,89,No
105037,96,No
105038,96,No
105039,70,No
105040,97,No
105041,100,No
105042,99,No
105043,85,No
105044,93,No
105045,100,No
105046,97,No
105047,100,No
105048,90,No
105049,100,No
105050,71,No
105051,100,No
105052,74,No
105053,100,No
105054,97,No
105055,87,No
105056,100,No
105057,100,No
105058,87,No
105059,54,No
105060,74,No
105061,72,No
105062,81,No
105063,80,No
105064,90,No
105065,75,No
105066,72,No
105067,79,No
105068,87,No
105069,76,No
105070,90,No
105071,100,No
105072,68,Yes
105073,100,No
105074,80,No
105075,100,No
105076,100,No
105077,88,No
105078,99,No
105079,78,No
105080,98,No
105081,100,No
105082,55,Yes
105083,93,No
105084,77,No
105085,86,No
105086,100,No
105087,92,No
105088,86,No
105089,85,No
105090,100,Yes
105091,100,No
105092,100,No
105093,92,No
105094,92,No
105095,92,No
105096,100,No
105097,100,No
105098,88,No
105099,96,No
105100,88,No
105101,100,No
105102,99,No
105103,79,No
105104,79,No
105105,71,No
105106,100,No
105107,100,No
105108,94,No
105109,100,No
105110,90,No
105111,91,No
105112,100,No
105113,88,No
105114,87,No
105115,90,No
105116,98,No
105117,59,Yes
105118,88,No
105119,83,No
105120,75,No
105121,87,No
105122,100,No
105123,94,No
105124,93,No
105125,99,No
105126,93,No
105127,89,No
105128,85,No
105129,93,No
105130,65,No
105131,80,No
105132,71,No
105133,100,No
105134,73,No
105135,79,No
105136,95,No
105137,100,No
105138,98,No
105139,100,No
105140,98,No
105141,100,No
105142,96,No
105143,100,No
105144,100,No
105145,81,No
105146,86,No
105147,100,No
105148,100,No
105149,64,No
105150,93,No
105151,84,No
105152,82,No
105153,89,Yes
105154,57,No
105155,97,No
105156,84,No
105157,67,No
105158,97,No
105159,100,No
105160,87,No
105161,87,No
105162,88,No
105163,97,No
105164,100,No
105165,98,No
105166,100,No
105167,88,No
105168,97,No
105169,82,No
105170,98,No
105171,91,No
105172,99,No
105173,97,No
105174,85,No
105175,100,No
105176,80,No
105177,100,No
105178,84,No
105179,98,No
105180,98,No
105181,100,No
105182,96,No
105183,98,No
105184,87,No
105185,86,No
105186,71,No
105187,92,Yes
105188,88,No
105189,84,No
105190,98,No
105191,76,No
105192,100,No
105193,93,No
105194,99,No
105195,89,No
105196,100,No
105197,79,No
105198,97,No
105199,100,No
105200,62,No
105201,100,No
105202,100,No
105203,86,No
105204,92,No
105205,98,No
105206,99,No
105207,100,No
105208,93,No
105209,96,No
105210,100,No
105211,100,No
105212,90,No
105213,100,No
105214,100,No
105215,83,No
105216,96,No
105217,100,No
105218,76,No
105219,58,No
105220,92,No
105221,83,No
105222,96,No
105223,100,No
105224,74,No
105225,79,No
105226,100,No
105227,87,No
105228,98,No
105229,97,No
105230,62,No
105231,93,No
105232,63,No
105233,90,No
105234,67,No
105235,92,No
105236,65,No
105237,100,No
105238,90,No
105239,91,No
105240,95,No
105241,97,No
105242,100,No
105243,100,No
105244,100,No
105245,93,No
105246,100,No
105247,79,No
105248,94,No
105249,100,No
105250,100,No
105251,100,No
105252,98,No
105253,95,No
105254,95,No
105255,100,No
105256,75,No
105257,70,No
105258,53,No
105259,87,No
105260,81,No
105261,100,No
105262,85,No
105263,89,No
105264,85,No
105265,100,No
105266,92,No
105267,58,No
105268,70,No
105269,87,No
105270,89,No
105271,83,No
105272,98,No
105273,97,No
105274,100,No
105275,67,No
105276,93,No
105277,100,No
105278,91,No
105279,62,No
105280,86,No
105281,77,No
105282,96,No
105283,98,No
105284,81,No
105285,67,No
105286,63,No
105287,93,No
105288,100,No
105289,68,No
105290,100,No
105291,80,No
105292,81,No
105293,72,Yes
105294,100,No
105295,100,No
105296,100,No
105297,63,No
105298,77,No
105299,100,No
105300,100,No
105301,100,No
105302,99,No
105303,95,No
105304,97,No
105305,92,No
105306,96,No
105307,96,No
105308,99,No
105309,76,No
105310,77,No
105311,99,No
105312,94,No
105313,72,No
105314,91,No
105315,76,No
105316,100,No
105317,100,No
105318,94,No
105319,60,No
105320,82,No
105321,96,No
105322,100,No
105323,68,No
105324,98,No
105325,80,No
105326,87,No
105327,90,No
105328,98,No
105329,92,No
105330,96,No
105331,90,No
105332,99,No
105333,91,No
105334,88,No
105335,86,No
105336,90,No
105337,100,No
105338,87,No
105339,98,No
105340,97,No
105341,66,No
105342,91,No
105343,83,No
105344,57,Yes
105345,81,Yes
105346,97,No
105347,77,No
105348,72,Yes
105349,100,No
105350,100,No
105351,99,No
105352,55,No
105353,98,No
105354,100,No
105355,84,No
105356,100,No
105357,97,No
105358,94,No
105359,97,No
105360,68,No
105361,85,No
105362,100,No
105363,98,No
105364,98,No
105365,87,No
105366,73,No
105367,100,No
105368,97,No
105369,97,No
105370,100,No
105371,87,No
105372,86,No
105373,95,No
105374,100,No
105375,77,No
105376,99,No
105377,80,No
105378,71,No
105379,82,No
105380,100,No
105381,91,No
105382,100,No
105383,97,No
105384,98,No
105385,93,No
105386,88,No
105387,67,No
105388,95,No
105389,100,No
105390,100,No
105391,88,No
105392,90,No
105393,97,No
105394,99,No
105395,100,No
105396,100,No
105397,100,No
105398,100,No
105399,89,No
105400,95,No
105401,84,No
105402,82,No
105403,98,No
105404,92,No
105405,79,No
105406,89,No
105407,89,No
105408,74,No
105409,96,No
105410,100,No
105411,95,No
105412,86,No
105413,89,No
105414,90,No
105415,71,No
105416,90,No
105417,89,No
105418,96,No
105419,100,No
105420,72,No
105421,69,No
105422,99,No
105423,92,No
105424,92,No
105425,100,No
105426,99,No
105427,100,No
105428,79,No
105429,100,No
105430,100,Yes
105431,100,No
105432,100,No
105433,96,No
105434,98,No
105435,94,No
105436,96,No
105437,95,No
105438,89,No
105439,100,No
105440,63,No
105441,66,No
105442,82,Yes
105443,95,No
105444,84,No
105445,100,No
105446,92,No
105447,74,No
105448,86,No
105449,76,No
105450,88,No
105451,84,No
105452,94,No
105453,100,No
105454,100,No
105455,92,No
105456,100,No
105457,68,No
105458,86,No
105459,100,No
105460,100,No
105461,85,No
105462,100,No
105463,100,No
105464,72,No
105465,94,No
105466,93,No
105467,100,No
105468,70,No
105469,83,No
105470,97,No
105471,81,No
105472,100,No
105473,100,No
105474,88,No
105475,93,No
105476,60,No
105477,100,No
105478,86,No
105479,67,No
105480,89,No
105481,70,No
105482,66,No
105483,75,No
105484,97,No
105485,91,No
105486,55,No
105487,65,No
105488,100,No
105489,92,No
105490,100,No
105491,100,No
105492,95,No
105493,73,No
105494,92,No
105495,100,No
105496,91,No
105497,100,No
105498,100,No
105499,98,No
105500,80,No
105501,92,No
105502,97,No
105503,100,No
105504,100,No
105505,99,No
105506,100,No
105507,100,No
105508,100,No
105509,99,No
